ballx,bally,velx,vely,paddley
349,263,-8,-8,106
341,255,-8,-8,112
333,247,-8,-8,118
325,239,-8,-8,118
317,231,-8,-8,118
309,223,-8,-8,118
301,215,-8,-8,118
293,207,-8,-8,118
285,199,-8,-8,112
277,191,-8,-8,106
269,183,-8,-8,100
261,175,-8,-8,94
253,167,-8,-8,88
245,159,-8,-8,82
237,151,-8,-8,76
229,143,-8,-8,70
221,135,-8,-8,64
213,127,-8,-8,58
205,119,-8,-8,58
197,111,-8,-8,58
189,103,-8,-8,58
181,95,-8,-8,58
173,87,-8,-8,58
165,79,-8,-8,58
157,71,-8,-8,58
149,63,-8,-8,58
141,55,-8,-8,58
133,47,-8,-8,52
125,39,-8,-8,46
117,31,-8,-8,40
109,23,-8,-8,34
101,31,-8,8,28
93,39,-8,8,28
85,47,-8,8,28
77,55,-8,8,28
69,63,-8,8,28
61,71,-8,8,34
53,79,-8,8,40
45,87,-8,8,46
53,95,8,8,52
61,103,8,8,58
69,111,8,8,64
77,119,8,8,70
85,127,8,8,76
93,135,8,8,82
101,143,8,8,88
109,151,8,8,94
117,159,8,8,100
125,167,8,8,106
133,175,8,8,112
141,183,8,8,118
149,191,8,8,124
157,199,8,8,130
165,207,8,8,136
173,215,8,8,142
181,223,8,8,148
189,231,8,8,154
197,239,8,8,160
205,247,8,8,166
213,255,8,8,172
221,263,8,8,178
229,271,8,8,184
237,279,8,8,190
245,287,8,8,196
253,295,8,8,202
261,303,8,8,208
269,311,8,8,214
277,319,8,8,214
285,327,8,8,214
293,335,8,8,214
301,343,8,8,214
309,351,8,8,208
317,359,8,8,202
325,367,8,8,196
333,375,8,8,190
341,367,8,-8,184
349,359,8,-8,178
357,351,8,-8,172
365,343,8,-8,166
373,335,8,-8,160
381,327,8,-8,154
389,319,8,-8,148
397,311,8,-8,142
405,303,8,-8,136
413,295,8,-8,130
421,287,8,-8,124
429,279,8,-8,118
437,271,8,-8,112
445,263,8,-8,106
453,255,8,-8,100
461,247,8,-8,94
469,239,8,-8,88
477,231,8,-8,82
485,223,8,-8,76
493,215,8,-8,70
501,207,8,-8,70
509,199,8,-8,70
517,191,8,-8,70
525,183,8,-8,76
533,175,8,-8,82
541,167,8,-8,88
549,159,8,-8,94
557,151,8,-8,100
565,143,8,-8,106
573,135,8,-8,112
581,127,8,-8,118
589,119,8,-8,124
597,111,8,-8,130
605,103,8,-8,136
613,95,8,-8,142
621,87,8,-8,148
629,79,8,-8,142
637,71,8,-8,136
645,63,8,-8,130
653,55,8,-8,124
661,47,8,-8,118
669,39,8,-8,112
677,31,8,-8,106
685,23,8,-8,100
357,191,8,8,144
365,199,8,8,138
373,207,8,8,132
381,215,8,8,126
389,223,8,8,120
397,231,8,8,114
405,239,8,8,108
413,247,8,8,102
421,255,8,8,96
429,263,8,8,90
437,271,8,8,90
445,279,8,8,90
453,287,8,8,90
461,295,8,8,90
469,303,8,8,96
477,311,8,8,102
485,319,8,8,108
493,327,8,8,114
501,335,8,8,120
509,343,8,8,126
517,351,8,8,132
525,359,8,8,138
533,367,8,8,144
541,375,8,8,150
549,367,8,-8,156
557,359,8,-8,162
565,351,8,-8,168
573,343,8,-8,174
581,335,8,-8,180
589,327,8,-8,186
597,319,8,-8,192
605,311,8,-8,198
613,303,8,-8,204
621,295,8,-8,210
629,287,8,-8,210
637,279,8,-8,210
645,271,8,-8,204
653,263,8,-8,198
661,255,8,-8,192
653,247,-8,-8,186
645,239,-8,-8,180
637,231,-8,-8,174
629,223,-8,-8,168
621,215,-8,-8,162
613,207,-8,-8,156
605,199,-8,-8,150
597,191,-8,-8,144
589,183,-8,-8,138
581,175,-8,-8,132
573,167,-8,-8,126
565,159,-8,-8,120
557,151,-8,-8,114
549,143,-8,-8,108
541,135,-8,-8,102
533,127,-8,-8,96
525,119,-8,-8,90
517,111,-8,-8,84
509,103,-8,-8,78
501,95,-8,-8,72
493,87,-8,-8,66
485,79,-8,-8,60
477,71,-8,-8,60
469,63,-8,-8,60
461,55,-8,-8,66
453,47,-8,-8,72
445,39,-8,-8,78
437,31,-8,-8,84
429,23,-8,-8,90
421,31,-8,8,96
413,39,-8,8,102
405,47,-8,8,108
397,55,-8,8,114
389,63,-8,8,120
381,71,-8,8,126
373,79,-8,8,132
365,87,-8,8,138
357,95,-8,8,144
349,103,-8,8,150
341,111,-8,8,156
333,119,-8,8,156
325,127,-8,8,156
317,135,-8,8,156
309,143,-8,8,156
301,151,-8,8,156
293,159,-8,8,156
285,167,-8,8,156
277,175,-8,8,156
269,183,-8,8,162
261,191,-8,8,168
253,199,-8,8,174
245,207,-8,8,180
237,215,-8,8,186
229,223,-8,8,192
221,231,-8,8,198
213,239,-8,8,204
205,247,-8,8,210
197,255,-8,8,216
189,263,-8,8,222
181,271,-8,8,228
173,279,-8,8,234
165,287,-8,8,240
157,295,-8,8,246
149,303,-8,8,252
141,311,-8,8,258
133,319,-8,8,264
125,327,-8,8,270
117,335,-8,8,276
109,343,-8,8,282
101,351,-8,8,280
93,359,-8,8,274
85,367,-8,8,268
77,375,-8,8,262
69,367,-8,-8,256
61,359,-8,-8,250
53,351,-8,-8,244
45,343,-8,-8,238
37,335,-8,-8,232
29,327,-8,-8,226
21,319,-8,-8,220
13,311,-8,-8,214
357,175,8,-8,144
365,167,8,-8,138
373,159,8,-8,132
381,151,8,-8,126
389,143,8,-8,120
397,135,8,-8,114
405,127,8,-8,114
413,119,8,-8,114
421,111,8,-8,114
429,103,8,-8,114
437,95,8,-8,114
445,87,8,-8,114
453,79,8,-8,114
461,71,8,-8,114
469,63,8,-8,120
477,55,8,-8,126
485,47,8,-8,132
493,39,8,-8,138
501,31,8,-8,144
509,23,8,-8,150
517,31,8,8,156
525,39,8,8,162
533,47,8,8,168
541,55,8,8,174
549,63,8,8,180
557,71,8,8,186
565,79,8,8,192
573,87,8,8,198
581,95,8,8,204
589,103,8,8,198
597,111,8,8,192
605,119,8,8,186
613,127,8,8,180
621,135,8,8,174
629,143,8,8,168
637,151,8,8,162
645,159,8,8,156
653,167,8,8,150
661,175,8,8,144
653,183,-8,8,138
645,191,-8,8,132
637,199,-8,8,126
629,207,-8,8,120
621,215,-8,8,114
613,223,-8,8,108
605,231,-8,8,102
597,239,-8,8,96
589,247,-8,8,90
581,255,-8,8,84
573,263,-8,8,78
565,271,-8,8,72
557,279,-8,8,66
549,287,-8,8,60
541,295,-8,8,54
533,303,-8,8,48
525,311,-8,8,42
517,319,-8,8,36
509,327,-8,8,30
501,335,-8,8,30
493,343,-8,8,36
485,351,-8,8,42
477,359,-8,8,48
469,367,-8,8,54
461,375,-8,8,60
453,367,-8,-8,66
445,359,-8,-8,72
437,351,-8,-8,78
429,343,-8,-8,84
421,335,-8,-8,90
413,327,-8,-8,96
405,319,-8,-8,102
397,311,-8,-8,108
389,303,-8,-8,114
381,295,-8,-8,120
373,287,-8,-8,126
365,279,-8,-8,132
357,271,-8,-8,138
349,263,-8,-8,144
341,255,-8,-8,150
333,247,-8,-8,156
325,239,-8,-8,162
317,231,-8,-8,168
309,223,-8,-8,174
301,215,-8,-8,180
293,207,-8,-8,186
285,199,-8,-8,192
277,191,-8,-8,186
269,183,-8,-8,180
261,175,-8,-8,174
253,167,-8,-8,168
245,159,-8,-8,162
237,151,-8,-8,156
229,143,-8,-8,150
221,135,-8,-8,144
213,127,-8,-8,138
205,119,-8,-8,132
197,111,-8,-8,126
189,103,-8,-8,120
181,95,-8,-8,114
173,87,-8,-8,108
165,79,-8,-8,102
157,71,-8,-8,96
149,63,-8,-8,90
141,55,-8,-8,84
133,47,-8,-8,78
125,39,-8,-8,72
117,31,-8,-8,66
109,23,-8,-8,60
101,31,-8,8,54
93,39,-8,8,48
85,47,-8,8,42
77,55,-8,8,42
69,63,-8,8,48
61,71,-8,8,54
53,79,-8,8,60
45,87,-8,8,66
53,95,8,8,72
61,103,8,8,78
69,111,8,8,84
77,119,8,8,90
85,127,8,8,96
93,135,8,8,102
101,143,8,8,108
109,151,8,8,114
117,159,8,8,120
125,167,8,8,126
133,175,8,8,132
141,183,8,8,138
149,191,8,8,144
157,199,8,8,150
165,207,8,8,156
173,215,8,8,162
181,223,8,8,168
189,231,8,8,174
197,239,8,8,180
205,247,8,8,186
213,255,8,8,192
221,263,8,8,198
229,271,8,8,204
237,279,8,8,210
245,287,8,8,216
253,295,8,8,222
261,303,8,8,228
269,311,8,8,222
277,319,8,8,216
285,327,8,8,210
293,335,8,8,204
301,343,8,8,198
309,351,8,8,192
317,359,8,8,186
325,367,8,8,180
333,375,8,8,174
341,367,8,-8,168
349,359,8,-8,162
357,351,8,-8,156
365,343,8,-8,150
373,335,8,-8,144
381,327,8,-8,138
389,319,8,-8,132
397,311,8,-8,126
405,303,8,-8,120
413,295,8,-8,114
421,287,8,-8,108
429,279,8,-8,102
437,271,8,-8,96
445,263,8,-8,90
453,255,8,-8,84
461,247,8,-8,78
469,239,8,-8,72
477,231,8,-8,66
485,223,8,-8,60
493,215,8,-8,54
501,207,8,-8,48
509,199,8,-8,54
517,191,8,-8,60
525,183,8,-8,66
533,175,8,-8,72
541,167,8,-8,78
549,159,8,-8,84
557,151,8,-8,90
565,143,8,-8,96
573,135,8,-8,102
581,127,8,-8,108
589,119,8,-8,114
597,111,8,-8,120
605,103,8,-8,126
613,95,8,-8,132
621,87,8,-8,138
629,79,8,-8,144
637,71,8,-8,150
645,63,8,-8,156
653,55,8,-8,162
661,47,8,-8,156
669,39,8,-8,150
677,31,8,-8,144
685,23,8,-8,138
357,191,8,8,144
365,199,8,8,138
373,207,8,8,132
381,215,8,8,126
389,223,8,8,120
397,231,8,8,114
405,239,8,8,108
413,247,8,8,108
421,255,8,8,108
429,263,8,8,108
437,271,8,8,108
445,279,8,8,108
453,287,8,8,108
461,295,8,8,114
469,303,8,8,120
477,311,8,8,126
485,319,8,8,132
493,327,8,8,138
501,335,8,8,144
509,343,8,8,150
517,351,8,8,156
525,359,8,8,162
533,367,8,8,156
541,375,8,8,150
549,367,8,-8,144
557,359,8,-8,138
565,351,8,-8,132
573,343,8,-8,126
581,335,8,-8,120
589,327,8,-8,114
597,319,8,-8,108
605,311,8,-8,102
613,303,8,-8,96
621,295,8,-8,90
629,287,8,-8,84
637,279,8,-8,78
645,271,8,-8,78
653,263,8,-8,78
661,255,8,-8,78
669,247,8,-8,84
677,239,8,-8,90
685,231,8,-8,96
357,175,8,-8,156
365,167,8,-8,162
373,159,8,-8,168
381,151,8,-8,174
389,143,8,-8,180
397,135,8,-8,186
405,127,8,-8,192
413,119,8,-8,198
421,111,8,-8,204
429,103,8,-8,210
437,95,8,-8,216
445,87,8,-8,222
453,79,8,-8,228
461,71,8,-8,234
469,63,8,-8,240
477,55,8,-8,246
485,47,8,-8,252
493,39,8,-8,258
501,31,8,-8,264
509,23,8,-8,264
517,31,8,8,258
525,39,8,8,252
533,47,8,8,246
541,55,8,8,240
549,63,8,8,234
557,71,8,8,228
565,79,8,8,222
573,87,8,8,216
581,95,8,8,210
589,103,8,8,204
597,111,8,8,198
605,119,8,8,192
613,127,8,8,186
621,135,8,8,180
629,143,8,8,174
637,151,8,8,168
645,159,8,8,162
653,167,8,8,156
661,175,8,8,150
653,183,-8,8,144
645,191,-8,8,138
637,199,-8,8,132
629,207,-8,8,132
621,215,-8,8,132
613,223,-8,8,132
605,231,-8,8,132
597,239,-8,8,132
589,247,-8,8,132
581,255,-8,8,132
573,263,-8,8,132
565,271,-8,8,132
557,279,-8,8,132
549,287,-8,8,126
541,295,-8,8,120
533,303,-8,8,114
525,311,-8,8,108
517,319,-8,8,102
509,327,-8,8,96
501,335,-8,8,90
493,343,-8,8,84
485,351,-8,8,78
477,359,-8,8,72
469,367,-8,8,66
461,375,-8,8,60
453,367,-8,-8,60
445,359,-8,-8,66
437,351,-8,-8,72
429,343,-8,-8,78
421,335,-8,-8,84
413,327,-8,-8,90
405,319,-8,-8,96
397,311,-8,-8,102
389,303,-8,-8,108
381,295,-8,-8,114
373,287,-8,-8,120
365,279,-8,-8,126
357,271,-8,-8,132
349,263,-8,-8,138
341,255,-8,-8,144
333,247,-8,-8,150
325,239,-8,-8,156
317,231,-8,-8,162
309,223,-8,-8,168
301,215,-8,-8,174
293,207,-8,-8,180
285,199,-8,-8,186
277,191,-8,-8,192
269,183,-8,-8,198
261,175,-8,-8,204
253,167,-8,-8,210
245,159,-8,-8,216
237,151,-8,-8,222
229,143,-8,-8,228
221,135,-8,-8,234
213,127,-8,-8,228
205,119,-8,-8,222
197,111,-8,-8,216
189,103,-8,-8,210
181,95,-8,-8,204
173,87,-8,-8,198
165,79,-8,-8,192
157,71,-8,-8,186
149,63,-8,-8,180
141,55,-8,-8,174
133,47,-8,-8,168
125,39,-8,-8,162
117,31,-8,-8,156
109,23,-8,-8,150
101,31,-8,8,144
93,39,-8,8,138
85,47,-8,8,132
77,55,-8,8,126
69,63,-8,8,120
61,71,-8,8,114
53,79,-8,8,108
45,87,-8,8,102
37,95,-8,8,96
29,103,-8,8,90
21,111,-8,8,84
13,119,-8,8,78
343,191,-8,8,144
335,199,-8,8,150
327,207,-8,8,156
319,215,-8,8,162
311,223,-8,8,168
303,231,-8,8,174
295,239,-8,8,180
287,247,-8,8,186
279,255,-8,8,192
271,263,-8,8,198
263,271,-8,8,204
255,279,-8,8,210
247,287,-8,8,216
239,295,-8,8,222
231,303,-8,8,228
223,311,-8,8,234
215,319,-8,8,240
207,327,-8,8,246
199,335,-8,8,252
191,343,-8,8,258
183,351,-8,8,264
175,359,-8,8,270
167,367,-8,8,276
159,375,-8,8,282
151,367,-8,-8,286
143,359,-8,-8,274
135,351,-8,-8,268
127,343,-8,-8,262
119,335,-8,-8,256
111,327,-8,-8,250
103,319,-8,-8,244
95,311,-8,-8,238
87,303,-8,-8,232
79,295,-8,-8,226
71,287,-8,-8,220
63,279,-8,-8,214
55,271,-8,-8,208
47,263,-8,-8,202
39,255,-8,-8,196
47,247,8,-8,190
55,239,8,-8,184
63,231,8,-8,178
71,223,8,-8,172
79,215,8,-8,166
87,207,8,-8,160
95,199,8,-8,154
103,191,8,-8,148
111,183,8,-8,142
119,175,8,-8,136
127,167,8,-8,130
135,159,8,-8,124
143,151,8,-8,118
151,143,8,-8,112
159,135,8,-8,106
167,127,8,-8,100
175,119,8,-8,94
183,111,8,-8,88
191,103,8,-8,82
199,95,8,-8,88
207,87,8,-8,94
215,79,8,-8,100
223,71,8,-8,106
231,63,8,-8,112
239,55,8,-8,118
247,47,8,-8,124
255,39,8,-8,130
263,31,8,-8,136
271,23,8,-8,142
279,31,8,8,148
287,39,8,8,154
295,47,8,8,160
303,55,8,8,166
311,63,8,8,172
319,71,8,8,178
327,79,8,8,184
335,87,8,8,190
343,95,8,8,196
351,103,8,8,202
359,111,8,8,202
367,119,8,8,196
375,127,8,8,190
383,135,8,8,184
391,143,8,8,178
399,151,8,8,172
407,159,8,8,166
415,167,8,8,160
423,175,8,8,154
431,183,8,8,148
439,191,8,8,142
447,199,8,8,136
455,207,8,8,130
463,215,8,8,124
471,223,8,8,118
479,231,8,8,112
487,239,8,8,106
495,247,8,8,100
503,255,8,8,94
511,263,8,8,88
519,271,8,8,82
527,279,8,8,76
535,287,8,8,76
543,295,8,8,76
551,303,8,8,76
559,311,8,8,76
567,319,8,8,76
575,327,8,8,76
583,335,8,8,76
591,343,8,8,76
599,351,8,8,76
607,359,8,8,76
615,367,8,8,76
623,375,8,8,76
631,367,8,-8,76
639,359,8,-8,76
647,351,8,-8,76
655,343,8,-8,76
663,335,8,-8,76
671,327,8,-8,76
679,319,8,-8,76
687,311,8,-8,76
357,175,8,-8,156
365,167,8,-8,162
373,159,8,-8,168
381,151,8,-8,174
389,143,8,-8,180
397,135,8,-8,186
405,127,8,-8,192
413,119,8,-8,198
421,111,8,-8,204
429,103,8,-8,210
437,95,8,-8,216
445,87,8,-8,216
453,79,8,-8,216
461,71,8,-8,216
469,63,8,-8,216
477,55,8,-8,210
485,47,8,-8,204
493,39,8,-8,198
501,31,8,-8,192
509,23,8,-8,186
517,31,8,8,180
525,39,8,8,174
533,47,8,8,168
541,55,8,8,162
549,63,8,8,156
557,71,8,8,150
565,79,8,8,144
573,87,8,8,138
581,95,8,8,132
589,103,8,8,126
597,111,8,8,120
605,119,8,8,114
613,127,8,8,108
621,135,8,8,102
629,143,8,8,96
637,151,8,8,90
645,159,8,8,90
653,167,8,8,90
661,175,8,8,90
653,183,-8,8,90
645,191,-8,8,90
637,199,-8,8,90
629,207,-8,8,96
621,215,-8,8,102
613,223,-8,8,108
605,231,-8,8,114
597,239,-8,8,120
589,247,-8,8,126
581,255,-8,8,132
573,263,-8,8,138
565,271,-8,8,144
557,279,-8,8,150
549,287,-8,8,156
541,295,-8,8,162
533,303,-8,8,168
525,311,-8,8,174
517,319,-8,8,180
509,327,-8,8,186
501,335,-8,8,192
493,343,-8,8,198
485,351,-8,8,204
477,359,-8,8,210
469,367,-8,8,216
461,375,-8,8,222
453,367,-8,-8,228
445,359,-8,-8,234
437,351,-8,-8,240
429,343,-8,-8,246
421,335,-8,-8,252
413,327,-8,-8,258
405,319,-8,-8,264
397,311,-8,-8,270
389,303,-8,-8,276
381,295,-8,-8,282
373,287,-8,-8,286
365,279,-8,-8,274
357,271,-8,-8,268
349,263,-8,-8,262
341,255,-8,-8,256
333,247,-8,-8,250
325,239,-8,-8,244
317,231,-8,-8,238
309,223,-8,-8,232
301,215,-8,-8,226
293,207,-8,-8,220
285,199,-8,-8,214
277,191,-8,-8,208
269,183,-8,-8,202
261,175,-8,-8,196
253,167,-8,-8,190
245,159,-8,-8,184
237,151,-8,-8,178
229,143,-8,-8,172
221,135,-8,-8,166
213,127,-8,-8,160
205,119,-8,-8,154
197,111,-8,-8,148
189,103,-8,-8,142
181,95,-8,-8,136
173,87,-8,-8,130
165,79,-8,-8,124
157,71,-8,-8,130
149,63,-8,-8,136
141,55,-8,-8,142
133,47,-8,-8,148
125,39,-8,-8,154
117,31,-8,-8,160
109,23,-8,-8,166
101,31,-8,8,172
93,39,-8,8,178
85,47,-8,8,184
77,55,-8,8,190
69,63,-8,8,196
61,71,-8,8,202
53,79,-8,8,208
45,87,-8,8,214
37,95,-8,8,220
29,103,-8,8,226
21,111,-8,8,232
13,119,-8,8,238
343,191,-8,8,156
335,199,-8,8,162
327,207,-8,8,168
319,215,-8,8,174
311,223,-8,8,180
303,231,-8,8,186
295,239,-8,8,192
287,247,-8,8,198
279,255,-8,8,204
271,263,-8,8,198
263,271,-8,8,192
255,279,-8,8,186
247,287,-8,8,180
239,295,-8,8,174
231,303,-8,8,168
223,311,-8,8,162
215,319,-8,8,156
207,327,-8,8,150
199,335,-8,8,144
191,343,-8,8,138
183,351,-8,8,132
175,359,-8,8,126
167,367,-8,8,120
159,375,-8,8,114
151,367,-8,-8,108
143,359,-8,-8,102
135,351,-8,-8,96
127,343,-8,-8,96
119,335,-8,-8,96
111,327,-8,-8,102
103,319,-8,-8,108
95,311,-8,-8,114
87,303,-8,-8,120
79,295,-8,-8,126
71,287,-8,-8,132
63,279,-8,-8,138
55,271,-8,-8,144
47,263,-8,-8,150
39,255,-8,-8,156
47,247,8,-8,162
55,239,8,-8,168
63,231,8,-8,174
71,223,8,-8,180
79,215,8,-8,186
87,207,8,-8,192
95,199,8,-8,198
103,191,8,-8,204
111,183,8,-8,210
119,175,8,-8,216
127,167,8,-8,222
135,159,8,-8,228
143,151,8,-8,234
151,143,8,-8,240
159,135,8,-8,246
167,127,8,-8,252
175,119,8,-8,258
183,111,8,-8,264
191,103,8,-8,258
199,95,8,-8,252
207,87,8,-8,246
215,79,8,-8,240
223,71,8,-8,234
231,63,8,-8,228
239,55,8,-8,222
247,47,8,-8,216
255,39,8,-8,210
263,31,8,-8,204
271,23,8,-8,198
279,31,8,8,192
287,39,8,8,186
295,47,8,8,180
303,55,8,8,174
311,63,8,8,168
319,71,8,8,162
327,79,8,8,156
335,87,8,8,150
343,95,8,8,144
351,103,8,8,138
359,111,8,8,132
367,119,8,8,126
375,127,8,8,120
383,135,8,8,114
391,143,8,8,108
399,151,8,8,102
407,159,8,8,96
415,167,8,8,96
423,175,8,8,96
431,183,8,8,96
439,191,8,8,96
447,199,8,8,96
455,207,8,8,96
463,215,8,8,96
471,223,8,8,96
479,231,8,8,96
487,239,8,8,96
495,247,8,8,96
503,255,8,8,96
511,263,8,8,96
519,271,8,8,96
527,279,8,8,96
535,287,8,8,96
543,295,8,8,96
551,303,8,8,96
559,311,8,8,96
567,319,8,8,96
575,327,8,8,96
583,335,8,8,96
591,343,8,8,96
599,351,8,8,96
607,359,8,8,96
615,367,8,8,96
623,375,8,8,96
631,367,8,-8,96
639,359,8,-8,96
647,351,8,-8,96
655,343,8,-8,96
663,335,8,-8,96
671,327,8,-8,96
679,319,8,-8,96
687,311,8,-8,96
343,175,-8,-8,150
335,167,-8,-8,150
327,159,-8,-8,150
319,151,-8,-8,150
311,143,-8,-8,150
303,135,-8,-8,150
295,127,-8,-8,150
287,119,-8,-8,150
279,111,-8,-8,150
271,103,-8,-8,150
263,95,-8,-8,144
255,87,-8,-8,138
247,79,-8,-8,132
239,71,-8,-8,126
231,63,-8,-8,120
223,55,-8,-8,120
215,47,-8,-8,120
207,39,-8,-8,120
199,31,-8,-8,120
191,23,-8,-8,120
183,31,-8,8,120
175,39,-8,8,120
167,47,-8,8,120
159,55,-8,8,120
151,63,-8,8,120
143,71,-8,8,120
135,79,-8,8,120
127,87,-8,8,120
119,95,-8,8,120
111,103,-8,8,120
103,111,-8,8,120
95,119,-8,8,120
87,127,-8,8,120
79,135,-8,8,114
71,143,-8,8,108
63,151,-8,8,102
55,159,-8,8,102
47,167,-8,8,102
39,175,-8,8,102
47,183,8,8,102
55,191,8,8,102
63,199,8,8,108
71,207,8,8,114
79,215,8,8,120
87,223,8,8,126
95,231,8,8,132
103,239,8,8,138
111,247,8,8,144
119,255,8,8,150
127,263,8,8,156
135,271,8,8,162
143,279,8,8,168
151,287,8,8,174
159,295,8,8,180
167,303,8,8,186
175,311,8,8,192
183,319,8,8,198
191,327,8,8,198
199,335,8,8,198
207,343,8,8,198
215,351,8,8,198
223,359,8,8,198
231,367,8,8,198
239,375,8,8,198
247,367,8,-8,198
255,359,8,-8,198
263,351,8,-8,198
271,343,8,-8,198
279,335,8,-8,198
287,327,8,-8,198
295,319,8,-8,198
303,311,8,-8,192
311,303,8,-8,186
319,295,8,-8,180
327,287,8,-8,174
335,279,8,-8,168
343,271,8,-8,162
351,263,8,-8,156
359,255,8,-8,150
367,247,8,-8,144
375,239,8,-8,138
383,231,8,-8,132
391,223,8,-8,126
399,215,8,-8,120
407,207,8,-8,120
415,199,8,-8,120
423,191,8,-8,120
431,183,8,-8,120
439,175,8,-8,120
447,167,8,-8,120
455,159,8,-8,120
463,151,8,-8,120
471,143,8,-8,120
479,135,8,-8,120
487,127,8,-8,120
495,119,8,-8,120
503,111,8,-8,120
511,103,8,-8,120
519,95,8,-8,120
527,87,8,-8,120
535,79,8,-8,120
543,71,8,-8,120
551,63,8,-8,120
559,55,8,-8,120
567,47,8,-8,120
575,39,8,-8,120
583,31,8,-8,120
591,23,8,-8,120
599,31,8,8,120
607,39,8,8,120
615,47,8,8,120
623,55,8,8,120
631,63,8,8,120
639,71,8,8,120
647,79,8,8,120
655,87,8,8,120
647,95,-8,8,120
639,103,-8,8,120
631,111,-8,8,120
623,119,-8,8,120
615,127,-8,8,120
607,135,-8,8,120
599,143,-8,8,120
591,151,-8,8,120
583,159,-8,8,120
575,167,-8,8,120
567,175,-8,8,120
559,183,-8,8,120
551,191,-8,8,120
543,199,-8,8,120
535,207,-8,8,120
527,215,-8,8,120
519,223,-8,8,120
511,231,-8,8,126
503,239,-8,8,132
495,247,-8,8,138
487,255,-8,8,144
479,263,-8,8,150
471,271,-8,8,156
463,279,-8,8,162
455,287,-8,8,168
447,295,-8,8,174
439,303,-8,8,180
431,311,-8,8,186
423,319,-8,8,192
415,327,-8,8,198
407,335,-8,8,204
399,343,-8,8,204
391,351,-8,8,204
383,359,-8,8,204
375,367,-8,8,204
367,375,-8,8,204
359,367,-8,-8,198
351,359,-8,-8,192
343,351,-8,-8,186
335,343,-8,-8,180
327,335,-8,-8,174
319,327,-8,-8,168
311,319,-8,-8,162
303,311,-8,-8,156
295,303,-8,-8,150
287,295,-8,-8,144
279,287,-8,-8,138
271,279,-8,-8,132
263,271,-8,-8,126
255,263,-8,-8,120
247,255,-8,-8,114
239,247,-8,-8,108
231,239,-8,-8,102
223,231,-8,-8,96
215,223,-8,-8,90
207,215,-8,-8,90
199,207,-8,-8,90
191,199,-8,-8,90
183,191,-8,-8,90
175,183,-8,-8,90
167,175,-8,-8,90
159,167,-8,-8,90
151,159,-8,-8,84
143,151,-8,-8,78
135,143,-8,-8,72
127,135,-8,-8,66
119,127,-8,-8,60
111,119,-8,-8,54
103,111,-8,-8,48
95,103,-8,-8,42
87,95,-8,-8,36
79,87,-8,-8,30
71,79,-8,-8,24
63,71,-8,-8,24
55,63,-8,-8,24
47,55,-8,-8,24
39,47,-8,-8,24
47,39,8,-8,24
55,31,8,-8,30
63,23,8,-8,36
71,31,8,8,42
79,39,8,8,48
87,47,8,8,54
95,55,8,8,60
103,63,8,8,66
111,71,8,8,72
119,79,8,8,78
127,87,8,8,84
135,95,8,8,90
143,103,8,8,96
151,111,8,8,102
159,119,8,8,108
167,127,8,8,114
175,135,8,8,120
183,143,8,8,126
191,151,8,8,132
199,159,8,8,138
207,167,8,8,144
215,175,8,8,150
223,183,8,8,156
231,191,8,8,162
239,199,8,8,168
247,207,8,8,174
255,215,8,8,180
263,223,8,8,186
271,231,8,8,192
279,239,8,8,198
287,247,8,8,204
295,255,8,8,210
303,263,8,8,216
311,271,8,8,222
319,279,8,8,222
327,287,8,8,222
335,295,8,8,222
343,303,8,8,222
351,311,8,8,222
359,319,8,8,222
367,327,8,8,216
375,335,8,8,210
383,343,8,8,204
391,351,8,8,198
399,359,8,8,192
407,367,8,8,186
415,375,8,8,180
423,367,8,-8,174
431,359,8,-8,174
439,351,8,-8,174
447,343,8,-8,174
455,335,8,-8,174
463,327,8,-8,174
471,319,8,-8,174
479,311,8,-8,174
487,303,8,-8,174
495,295,8,-8,174
503,287,8,-8,174
511,279,8,-8,174
519,271,8,-8,174
527,263,8,-8,174
535,255,8,-8,174
543,247,8,-8,174
551,239,8,-8,174
559,231,8,-8,174
567,223,8,-8,174
575,215,8,-8,174
583,207,8,-8,174
591,199,8,-8,174
599,191,8,-8,174
607,183,8,-8,174
615,175,8,-8,174
623,167,8,-8,168
631,159,8,-8,162
639,151,8,-8,156
647,143,8,-8,150
655,135,8,-8,144
663,127,8,-8,138
671,119,8,-8,132
679,111,8,-8,126
687,103,8,-8,120
357,175,8,-8,144
365,167,8,-8,138
373,159,8,-8,132
381,151,8,-8,126
389,143,8,-8,120
397,135,8,-8,120
405,127,8,-8,120
413,119,8,-8,120
421,111,8,-8,120
429,103,8,-8,120
437,95,8,-8,120
445,87,8,-8,120
453,79,8,-8,120
461,71,8,-8,120
469,63,8,-8,120
477,55,8,-8,120
485,47,8,-8,120
493,39,8,-8,120
501,31,8,-8,120
509,23,8,-8,120
517,31,8,8,120
525,39,8,8,120
533,47,8,8,120
541,55,8,8,120
549,63,8,8,120
557,71,8,8,120
565,79,8,8,120
573,87,8,8,120
581,95,8,8,120
589,103,8,8,114
597,111,8,8,108
605,119,8,8,102
613,127,8,8,102
621,135,8,8,102
629,143,8,8,102
637,151,8,8,102
645,159,8,8,102
653,167,8,8,102
661,175,8,8,102
653,183,-8,8,102
645,191,-8,8,108
637,199,-8,8,114
629,207,-8,8,120
621,215,-8,8,126
613,223,-8,8,132
605,231,-8,8,138
